1000 332994
189 274 73
274 189 73
189 275 99
275 189 99
189 280 39
280 189 39
189 285 43
285 189 43
189 289 28
289 189 28
189 290 77
290 189 77
189 291 48
291 189 48
189 294 23
294 189 23
189 295 81
295 189 81
189 296 61
296 189 61
189 299 84
299 189 84
189 302 43
302 189 43
189 305 25
305 189 25
189 307 10
307 189 10
189 308 42
308 189 42
189 311 7
311 189 7
189 314 31
314 189 31
189 315 77
315 189 77
189 318 1
318 189 1
189 319 67
319 189 67
189 321 57
321 189 57
189 322 5
322 189 5
189 323 21
323 189 21
189 329 9
329 189 9
189 335 79
335 189 79
189 337 61
337 189 61
189 338 26
338 189 26
189 340 4
340 189 4
189 342 86
342 189 86
189 344 89
344 189 89
189 350 15
350 189 15
189 355 20
355 189 20
189 357 90
357 189 90
189 358 84
358 189 84
189 360 24
360 189 24
189 362 97
362 189 97
189 369 72
369 189 72
189 371 90
371 189 90
189 373 84
373 189 84
189 375 99
375 189 99
189 376 80
376 189 80
189 380 33
380 189 33
189 384 53
384 189 53
189 397 58
397 189 58
189 403 31
403 189 31
189 407 87
407 189 87
189 412 54
412 189 54
189 417 69
417 189 69
189 421 63
421 189 63
189 426 24
426 189 24
189 427 26
427 189 26
189 428 66
428 189 66
189 429 39
429 189 39
189 430 76
430 189 76
189 434 48
434 189 48
189 437 60
437 189 60
189 444 84
444 189 84
189 445 83
445 189 83
189 446 73
446 189 73
189 447 63
447 189 63
189 449 98
449 189 98
189 455 76
455 189 76
189 456 65
456 189 65
189 463 3
463 189 3
189 464 91
464 189 91
189 465 62
465 189 62
189 470 37
470 189 37
189 471 97
471 189 97
189 479 52
479 189 52
189 480 4
480 189 4
189 483 99
483 189 99
189 486 22
486 189 22
189 489 5
489 189 5
189 491 13
491 189 13
189 493 36
493 189 36
189 494 89
494 189 89
189 498 8
498 189 8
189 504 4
504 189 4
189 505 19
505 189 19
189 506 69
506 189 69
189 507 46
507 189 46
189 514 20
514 189 20
189 516 63
516 189 63
189 519 17
519 189 17
189 521 11
521 189 11
189 526 19
526 189 19
189 530 32
530 189 32
189 538 2
538 189 2
189 542 15
542 189 15
189 544 53
544 189 53
189 556 94
556 189 94
189 563 96
563 189 96
189 564 79
564 189 79
189 566 77
566 189 77
189 572 78
572 189 78
189 573 17
573 189 17
189 574 61
574 189 61
189 575 20
575 189 20
189 581 10
581 189 10
189 583 48
583 189 48
189 584 100
584 189 100
189 589 100
589 189 100
189 593 5
593 189 5
189 594 19
594 189 19
189 595 35
595 189 35
189 600 62
600 189 62
189 608 71
608 189 71
189 613 67
613 189 67
189 615 83
615 189 83
189 617 73
617 189 73
189 619 71
619 189 71
189 621 29
621 189 29
189 622 47
622 189 47
189 623 84
623 189 84
189 625 86
625 189 86
189 627 10
627 189 10
189 629 29
629 189 29
189 632 77
632 189 77
189 634 80
634 189 80
189 649 71
649 189 71
189 650 31
650 189 31
189 653 5
653 189 5
189 657 33
657 189 33
189 659 65
659 189 65
189 660 3
660 189 3
189 664 55
664 189 55
189 669 100
669 189 100
189 673 53
673 189 53
189 678 16
678 189 16
189 680 22
680 189 22
189 685 84
685 189 84
189 690 52
690 189 52
189 693 11
693 189 11
189 695 100
695 189 100
189 698 74
698 189 74
189 702 92
702 189 92
189 703 63
703 189 63
189 704 86
704 189 86
189 705 59
705 189 59
189 708 100
708 189 100
189 709 67
709 189 67
189 712 24
712 189 24
189 717 25
717 189 25
189 719 82
719 189 82
189 721 97
721 189 97
189 725 1
725 189 1
189 727 10
727 189 10
189 731 67
731 189 67
189 732 41
732 189 41
189 736 76
736 189 76
189 737 29
737 189 29
189 739 65
739 189 65
189 742 42
742 189 42
189 744 25
744 189 25
189 745 21
745 189 21
189 746 23
746 189 23
189 750 85
750 189 85
189 756 88
756 189 88
189 766 88
766 189 88
189 770 96
770 189 96
189 771 53
771 189 53
189 774 54
774 189 54
189 776 40
776 189 40
189 781 22
781 189 22
189 783 4
783 189 4
189 789 73
789 189 73
189 793 16
793 189 16
189 794 72
794 189 72
189 796 98
796 189 98
189 797 79
797 189 79
189 799 15
799 189 15
189 803 70
803 189 70
189 805 80
805 189 80
189 811 80
811 189 80
189 812 15
812 189 15
189 813 20
813 189 20
189 814 74
814 189 74
189 818 17
818 189 17
189 820 46
820 189 46
189 821 89
821 189 89
189 822 58
822 189 58
189 825 47
825 189 47
189 827 100
827 189 100
189 835 22
835 189 22
189 836 30
836 189 30
189 849 67
849 189 67
189 851 34
851 189 34
189 852 64
852 189 64
189 853 38
853 189 38
189 858 38
858 189 38
189 868 17
868 189 17
189 870 27
870 189 27
189 874 13
874 189 13
189 882 4
882 189 4
189 884 64
884 189 64
189 889 96
889 189 96
189 890 67
890 189 67
189 891 97
891 189 97
189 892 83
892 189 83
189 893 48
893 189 48
189 897 84
897 189 84
189 903 6
903 189 6
189 905 18
905 189 18
189 906 79
906 189 79
189 907 33
907 189 33
189 908 64
908 189 64
189 909 27
909 189 27
189 914 50
914 189 50
189 915 59
915 189 59
189 918 68
918 189 68
189 920 58
920 189 58
189 928 10
928 189 10
189 929 38
929 189 38
189 930 73
930 189 73
189 931 97
931 189 97
189 933 14
933 189 14
189 935 26
935 189 26
189 937 97
937 189 97
189 941 8
941 189 8
189 944 84
944 189 84
189 946 48
946 189 48
189 954 62
954 189 62
189 955 74
955 189 74
189 957 26
957 189 26
189 959 75
959 189 75
189 960 70
960 189 70
189 966 56
966 189 56
189 968 8
968 189 8
189 969 93
969 189 93
189 971 26
971 189 26
189 972 38
972 189 38
189 973 40
973 189 40
189 974 27
974 189 27
189 976 7
976 189 7
189 983 87
983 189 87
189 989 33
989 189 33
189 990 13
990 189 13
189 992 73
992 189 73
189 995 11
995 189 11
189 996 79
996 189 79
190 191 82
191 190 82
190 199 56
199 190 56
190 200 10
200 190 10
190 208 56
208 190 56
190 209 100
209 190 100
190 211 4
211 190 4
190 212 31
212 190 31
190 219 93
219 190 93
190 221 77
221 190 77
190 222 76
222 190 76
190 224 45
224 190 45
190 225 22
225 190 22
190 227 26
227 190 26
190 228 40
228 190 40
190 243 50
243 190 50
190 245 76
245 190 76
190 246 34
246 190 34
190 247 14
247 190 14
190 253 62
253 190 62
190 254 99
254 190 99
190 255 67
255 190 67
190 256 66
256 190 66
190 259 10
259 190 10
190 268 47
268 190 47
190 281 62
281 190 62
190 285 70
285 190 70
190 286 13
286 190 13
190 290 99
290 190 99
190 298 58
298 190 58
190 301 60
301 190 60
190 304 20
304 190 20
190 305 23
305 190 23
190 306 80
306 190 80
190 308 27
308 190 27
190 309 84
309 190 84
190 311 38
311 190 38
190 312 48
312 190 48
190 317 79
317 190 79
190 319 30
319 190 30
190 320 40
320 190 40
190 323 8
323 190 8
190 324 67
324 190 67
190 328 12
328 190 12
190 331 13
331 190 13
190 334 42
334 190 42
190 348 44
348 190 44
190 349 59
349 190 59
190 357 33
357 190 33
190 362 2
362 190 2
190 363 58
363 190 58
190 371 39
371 190 39
190 373 87
373 190 87
190 374 76
374 190 76
190 376 92
376 190 92
190 379 92
379 190 92
190 387 23
387 190 23
190 390 79
390 190 79
190 392 19
392 190 19
190 398 25
398 190 25
190 401 94
401 190 94
190 405 83
405 190 83
190 407 82
407 190 82
190 408 92
408 190 92
190 420 57
420 190 57
190 425 38
425 190 38
190 426 38
426 190 38
190 429 86
429 190 86
190 431 32
431 190 32
190 434 78
434 190 78
190 436 32
436 190 32
190 440 95
440 190 95
190 441 30
441 190 30
190 452 38
452 190 38
190 454 1
454 190 1
190 460 54
460 190 54
190 463 47
463 190 47
190 467 54
467 190 54
190 469 51
469 190 51
190 471 57
471 190 57
190 473 45
473 190 45
190 477 82
477 190 82
190 486 100
486 190 100
190 492 46
492 190 46
190 494 88
494 190 88
190 497 34
497 190 34
190 498 83
498 190 83
190 503 71
503 190 71
190 506 3
506 190 3
190 518 94
518 190 94
190 520 9
520 190 9
190 521 50
521 190 50
190 523 85
523 190 85
190 526 77
526 190 77
190 530 27
530 190 27
190 533 53
533 190 53
190 535 6
535 190 6
190 536 48
536 190 48
190 542 81
542 190 81
190 544 61
544 190 61
190 545 50
545 190 50
190 546 98
546 190 98
190 547 70
547 190 70
190 555 33
555 190 33
190 558 57
558 190 57
190 560 43
560 190 43
190 561 20
561 190 20
190 563 31
563 190 31
190 565 93
565 190 93
190 566 86
566 190 86
190 572 20
572 190 20
190 575 92
575 190 92
190 576 10
576 190 10
190 588 77
588 190 77
190 595 34
595 190 34
190 598 88
598 190 88
190 600 86
600 190 86
190 603 59
603 190 59
190 607 81
607 190 81
190 608 64
608 190 64
190 611 15
611 190 15
190 617 4
617 190 4
190 623 6
623 190 6
190 627 66
627 190 66
190 630 32
630 190 32
190 632 69
632 190 69
190 637 65
637 190 65
190 640 51
640 190 51
190 641 15
641 190 15
190 648 47
648 190 47
190 651 58
651 190 58
190 652 41
652 190 41
190 653 26
653 190 26
190 656 73
656 190 73
190 658 35
658 190 35
190 659 62
659 190 62
190 662 3
662 190 3
190 663 1
663 190 1
190 668 62
668 190 62
190 669 32
669 190 32
190 670 25
670 190 25
190 685 50
685 190 50
190 688 46
688 190 46
190 690 15
690 190 15
190 693 63
693 190 63
190 696 56
696 190 56
190 701 84
701 190 84
190 707 49
707 190 49
190 709 59
709 190 59
190 713 48
713 190 48
190 714 49
714 190 49
190 715 55
715 190 55
190 717 89
717 190 89
190 721 15
721 190 15
190 722 13
722 190 13
190 725 67
725 190 67
190 731 87
731 190 87
190 733 18
733 190 18
190 735 24
735 190 24
190 739 84
739 190 84
190 740 64
740 190 64
190 748 18
748 190 18
190 749 85
749 190 85
190 751 1
751 190 1
190 753 76
753 190 76
190 754 10
754 190 10
190 756 63
756 190 63
190 757 85
757 190 85
190 760 24
760 190 24
190 764 74
764 190 74
190 766 34
766 190 34
190 768 6
768 190 6
190 775 12
775 190 12
190 776 16
776 190 16
190 778 23
778 190 23
190 783 64
783 190 64
190 787 3
787 190 3
190 789 86
789 190 86
190 790 40
790 190 40
190 792 93
792 190 93
190 793 22
793 190 22
190 796 23
796 190 23
190 800 40
800 190 40
190 802 43
802 190 43
190 803 8
803 190 8
190 808 75
808 190 75
190 809 14
809 190 14
190 815 71
815 190 71
190 817 7
817 190 7
190 819 40
819 190 40
190 820 17
820 190 17
190 821 2
821 190 2
190 826 7
826 190 7
190 830 78
830 190 78
190 831 55
831 190 55
190 835 40
835 190 40
190 837 96
837 190 96
190 843 76
843 190 76
190 845 66
845 190 66
190 847 40
847 190 40
190 854 55
854 190 55
190 860 41
860 190 41
190 863 69
863 190 69
190 867 27
867 190 27
190 868 33
868 190 33
190 876 2
876 190 2
190 879 75
879 190 75
190 880 95
880 190 95
190 884 13
884 190 13
190 885 44
885 190 44
190 886 1
886 190 1
190 887 11
887 190 11
190 888 17
888 190 17
190 889 33
889 190 33
190 895 76
895 190 76
190 897 49
897 190 49
190 903 74
903 190 74
190 904 17
904 190 17
190 908 54
908 190 54
190 912 89
912 190 89
190 913 14
913 190 14
190 921 13
921 190 13
190 922 37
922 190 37
190 926 4
926 190 4
190 934 53
934 190 53
190 935 39
935 190 39
190 945 24
945 190 24
190 949 92
949 190 92
190 950 41
950 190 41
190 953 38
953 190 38
190 954 73
954 190 73
190 955 49
955 190 49
190 960 48
960 190 48
190 963 26
963 190 26
190 973 67
973 190 67
190 981 36
981 190 36
190 983 60
983 190 60
190 984 12
984 190 12
190 985 99
985 190 99
190 987 39
987 190 39
190 992 40
992 190 40
190 994 6
994 190 6
190 995 51
995 190 51
190 998 83
998 190 83
190 999 46
999 190 46
191 197 71
197 191 71
191 200 17
200 191 17
191 201 34
201 191 34
191 202 27
202 191 27
191 205 17
205 191 17
191 207 95
207 191 95
191 209 53
209 191 53
191 214 86
214 191 86
191 215 65
215 191 65
191 220 4
220 191 4
191 221 35
221 191 35
191 222 4
222 191 4
191 227 93
227 191 93
191 232 56
232 191 56
191 235 19
235 191 19
191 244 80
244 191 80
191 246 43
246 191 43
191 247 36
247 191 36
191 249 70
249 191 70
191 250 77
250 191 77
191 252 67
252 191 67
191 253 64
253 191 64
191 254 5
254 191 5
191 256 11
256 191 11
191 257 77
257 191 77
191 258 58
258 191 58
191 259 85
259 191 85
191 260 28
260 191 28
191 264 39
264 191 39
191 270 45
270 191 45
191 272 69
272 191 69
191 273 14
273 191 14
191 274 32
274 191 32
191 278 89
278 191 89
191 279 14
279 191 14
191 280 13
280 191 13
191 281 85
281 191 85
191 285 77
285 191 77
191 288 19
288 191 19
191 289 65
289 191 65
191 290 16
290 191 16
191 296 42
296 191 42
191 297 33
297 191 33
191 299 16
299 191 16
191 303 72
303 191 72
191 308 23
308 191 23
191 311 67
311 191 67
191 314 95
314 191 95
191 319 61
319 191 61
191 321 85
321 191 85
191 331 17
331 191 17
191 335 64
335 191 64
191 338 85
338 191 85
191 340 31
340 191 31
191 342 50
342 191 50
191 345 41
345 191 41
191 347 14
347 191 14
191 352 71
352 191 71
191 355 26
355 191 26
191 356 1
356 191 1
191 358 23
358 191 23
191 364 72
364 191 72
191 366 15
366 191 15
191 369 80
369 191 80
191 371 37
371 191 37
191 372 21
372 191 21
191 374 69
374 191 69
191 375 68
375 191 68
191 376 97
376 191 97
191 379 93
379 191 93
191 380 37
380 191 37
191 382 47
382 191 47
191 384 51
384 191 51
191 389 94
389 191 94
191 390 25
390 191 25
191 391 17
391 191 17
191 392 44
392 191 44
191 393 80
393 191 80
191 394 30
394 191 30
191 397 53
397 191 53
191 404 49
404 191 49
191 405 5
405 191 5
191 411 31
411 191 31
191 414 39
414 191 39
191 418 92
418 191 92
191 424 65
424 191 65
191 425 89
425 191 89
191 426 20
426 191 20
191 428 81
428 191 81
191 429 23
429 191 23
191 430 88
430 191 88
191 431 52
431 191 52
191 432 44
432 191 44
191 436 7
436 191 7
191 437 30
437 191 30
191 440 4
440 191 4
191 445 82
445 191 82
191 447 46
447 191 46
191 451 10
451 191 10
191 452 2
452 191 2
191 453 90
453 191 90
191 454 76
454 191 76
191 455 46
455 191 46
191 456 86
456 191 86
191 457 37
457 191 37
191 458 69
458 191 69
191 462 5
462 191 5
191 463 90
463 191 90
191 464 59
464 191 59
191 468 87
468 191 87
191 470 12
470 191 12
191 471 93
471 191 93
191 474 24
474 191 24
191 477 5
477 191 5
191 483 4
483 191 4
191 484 97
484 191 97
191 485 29
485 191 29
191 489 95
489 191 95
191 499 10
499 191 10
191 500 32
500 191 32
191 502 51
502 191 51
191 503 50
503 191 50
191 505 36
505 191 36
191 507 43
507 191 43
191 508 29
508 191 29
191 509 73
509 191 73
191 510 24
510 191 24
191 511 78
511 191 78
191 512 43
512 191 43
191 513 52
513 191 52
191 516 20
516 191 20
191 519 69
519 191 69
191 520 65
520 191 65
191 522 32
522 191 32
191 523 75
523 191 75
191 531 75
531 191 75
191 532 18
532 191 18
191 536 37
536 191 37
191 537 50
537 191 50
191 538 66
538 191 66
191 543 28
543 191 28
191 556 9
556 191 9
191 559 74
559 191 74
191 563 27
563 191 27
191 565 89
565 191 89
191 568 84
568 191 84
191 576 57
576 191 57
191 579 99
579 191 99
191 583 97
583 191 97
191 585 71
585 191 71
191 592 46
592 191 46
191 594 14
594 191 14
191 596 22
596 191 22
191 600 34
600 191 34
191 604 98
604 191 98
191 610 39
610 191 39
191 613 33
613 191 33
191 614 38
614 191 38
191 616 13
616 191 13
191 620 67
620 191 67
191 622 62
622 191 62
191 627 79
627 191 79
191 636 26
636 191 26
191 641 34
641 191 34
191 643 52
643 191 52
191 646 41
646 191 41
191 647 38
647 191 38
191 648 6
648 191 6
191 653 17
653 191 17
191 655 47
655 191 47
191 656 34
656 191 34
191 663 71
663 191 71
191 665 30
665 191 30
191 671 19
671 191 19
191 677 51
677 191 51
191 683 23
683 191 23
191 684 6
684 191 6
191 685 25
685 191 25
191 686 95
686 191 95
191 689 29
689 191 29
191 693 3
693 191 3
191 699 99
699 191 99
191 700 51
700 191 51
191 708 99
708 191 99
191 713 16
713 191 16
191 714 26
714 191 26
191 715 32
715 191 32
191 718 8
718 191 8
191 725 10
725 191 10
191 726 72
726 191 72
191 728 3
728 191 3
191 732 8
732 191 8
191 735 68
735 191 68
191 739 4
739 191 4
191 740 82
740 191 82
191 741 84
741 191 84
191 747 85
747 191 85
191 748 92
748 191 92
191 754 92
754 191 92
191 757 56
757 191 56
191 760 98
760 191 98
191 762 42
762 191 42
191 764 53
764 191 53
191 766 79
766 191 79
191 770 98
770 191 98
191 771 79
771 191 79
191 772 53
772 191 53
191 773 59
773 191 59
191 774 67
774 191 67
191 778 88
778 191 88
191 781 36
781 191 36
191 787 67
787 191 67
191 788 80
788 191 80
191 789 97
789 191 97
191 791 43
791 191 43
191 794 74
794 191 74
191 795 59
795 191 59
191 799 46
799 191 46
191 801 68
801 191 68
191 803 5
803 191 5
191 808 51
808 191 51
191 818 99
818 191 99
191 821 34
821 191 34
191 822 87
822 191 87
191 824 59
824 191 59
191 827 61
827 191 61
191 828 47
828 191 47
191 829 63
829 191 63
191 830 47
830 191 47
191 831 41
831 191 41
191 832 24
832 191 24
191 838 43
838 191 43
191 842 23
842 191 23
191 847 35
847 191 35
191 852 51
852 191 51
191 860 91
860 191 91
191 861 75
861 191 75
191 863 11
863 191 11
191 864 26
864 191 26
191 866 88
866 191 88
191 868 59
868 191 59
191 875 49
875 191 49
191 880 34
880 191 34
191 882 84
882 191 84
191 883 94
883 191 94
191 888 80
888 191 80
191 889 88
889 191 88
191 891 36
891 191 36
191 895 21
895 191 21
191 898 21
898 191 21
191 899 73
899 191 73
191 900 31
900 191 31
191 901 80
901 191 80
191 903 91
903 191 91
191 905 60
905 191 60
191 907 76
907 191 76
191 908 11
908 191 11
191 910 36
910 191 36
191 911 6
911 191 6
191 917 73
917 191 73
191 919 33
919 191 33
191 920 63
920 191 63
191 926 31
926 191 31
191 937 91
937 191 91
191 938 53
938 191 53
191 939 66
939 191 66
191 942 44
942 191 44
191 945 91
945 191 91
191 948 84
948 191 84
191 949 6
949 191 6
191 952 58
952 191 58
191 958 48
958 191 48
191 962 71
962 191 71
191 965 5
965 191 5
191 967 63
967 191 63
191 968 70
968 191 70
191 975 98
975 191 98
191 977 42
977 191 42
191 979 87
979 191 87
191 983 15
983 191 15
191 984 72
984 191 72
191 985 95
985 191 95
191 997 63
997 191 63
192 193 100
193 192 100
192 197 79
197 192 79
192 198 1
198 192 1
192 199 41
199 192 41
192 203 95
203 192 95
192 209 56
209 192 56
192 212 46
212 192 46
192 214 3
214 192 3
192 217 5
217 192 5
192 219 45
219 192 45
192 221 15
221 192 15
192 225 8
225 192 8
192 228 16
228 192 16
192 231 49
231 192 49
192 240 15
240 192 15
192 242 90
242 192 90
192 244 64
244 192 64
192 256 49
256 192 49
192 260 30
260 192 30
192 262 4
262 192 4
192 265 69
265 192 69
192 270 84
270 192 84
192 275 14
275 192 14
192 279 73
279 192 73
192 283 4
283 192 4
192 286 45
286 192 45
192 288 35
288 192 35
192 291 61
291 192 61
192 294 4
294 192 4
192 304 15
304 192 15
192 307 74
307 192 74
192 310 17
310 192 17
192 314 10
314 192 10
192 316 8
316 192 8
192 318 16
318 192 16
192 319 37
319 192 37
192 320 41
320 192 41
192 323 33
323 192 33
192 328 58
328 192 58
192 329 87
329 192 87
192 330 30
330 192 30
192 331 88
331 192 88
192 333 24
333 192 24
192 335 87
335 192 87
192 336 19
336 192 19
192 338 19
338 192 19
192 341 98
341 192 98
192 347 46
347 192 46
192 350 49
350 192 49
192 352 66
352 192 66
192 363 39
363 192 39
192 365 66
365 192 66
192 366 14
366 192 14
192 367 89
367 192 89
192 368 41
368 192 41
192 373 9
373 192 9
192 375 16
375 192 16
192 376 53
376 192 53
192 380 64
380 192 64
192 386 99
386 192 99
192 389 87
389 192 87
192 391 96
391 192 96
192 393 68
393 192 68
192 398 3
398 192 3
192 399 57
399 192 57
192 405 64
405 192 64
192 407 54
407 192 54
192 408 82
408 192 82
192 410 83
410 192 83
192 414 71
414 192 71
192 415 71
415 192 71
192 428 93
428 192 93
192 432 96
432 192 96
192 434 13
434 192 13
192 435 51
435 192 51
192 437 97
437 192 97
192 438 5
438 192 5
192 445 5
445 192 5
192 446 4
446 192 4
192 450 98
450 192 98
192 454 66
454 192 66
192 460 25
460 192 25
192 463 78
463 192 78
192 464 58
464 192 58
192 475 76
475 192 76
192 478 60
478 192 60
192 480 29
480 192 29
192 482 89
482 192 89
192 489 24
489 192 24
192 490 57
490 192 57
192 491 51
491 192 51
192 492 11
492 192 11
192 495 38
495 192 38
192 496 42
496 192 42
192 498 9
498 192 9
192 501 94
501 192 94
192 507 100
507 192 100
192 510 89
510 192 89
192 511 36
511 192 36
192 515 100
515 192 100
192 519 78
519 192 78
192 524 68
524 192 68
192 531 27
531 192 27
192 536 4
536 192 4
192 539 98
539 192 98
192 541 90
541 192 90
192 543 14
543 192 14
192 544 19
544 192 19
192 545 75
545 192 75
192 547 40
547 192 40
192 549 84
549 192 84
192 556 27
556 192 27
192 557 41
557 192 41
192 574 69
574 192 69
192 578 99
578 192 99
192 579 32
579 192 32
192 581 33
581 192 33
192 583 1
583 192 1
192 592 77
592 192 77
192 593 41
593 192 41
192 594 31
594 192 31
192 606 59
606 192 59
192 607 31
607 192 31
192 608 86
608 192 86
192 610 44
610 192 44
192 613 85
613 192 85
192 614 34
614 192 34
192 619 1
619 192 1
192 626 34
626 192 34
192 629 31
629 192 31
192 630 11
630 192 11
192 631 17
631 192 17
192 633 77
633 192 77
192 636 46
636 192 46
192 638 64
638 192 64
192 640 85
640 192 85
192 641 63
641 192 63
192 642 98
642 192 98
192 643 97
643 192 97
192 655 79
655 192 79
192 659 15
659 192 15
192 660 44
660 192 44
192 666 73
666 192 73
192 672 17
672 192 17
192 673 22
673 192 22
192 674 32
674 192 32
192 675 74
675 192 74
192 678 26
678 192 26
192 679 52
679 192 52
192 680 95
680 192 95
192 684 22
684 192 22
192 687 49
687 192 49
192 688 72
688 192 72
192 691 55
691 192 55
192 693 36
693 192 36
192 696 79
696 192 79
192 698 71
698 192 71
192 699 29
699 192 29
192 704 92
704 192 92
192 705 53
705 192 53
192 707 61
707 192 61
192 708 73
708 192 73
192 710 33
710 192 33
192 715 45
715 192 45
192 723 31
723 192 31
192 724 40
724 192 40
192 726 99
726 192 99
192 728 71
728 192 71
192 733 13
733 192 13
192 734 65
734 192 65
192 735 89
735 192 89
192 738 95
738 192 95
192 740 63
740 192 63
192 744 18
744 192 18
192 748 28
748 192 28
192 749 20
749 192 20
192 754 69
754 192 69
192 755 17
755 192 17
192 756 39
756 192 39
192 758 91
758 192 91
192 763 18
763 192 18
192 765 50
765 192 50
192 767 24
767 192 24
192 768 33
768 192 33
192 771 67
771 192 67
192 772 62
772 192 62
192 775 72
775 192 72
192 783 47
783 192 47
192 784 26
784 192 26
192 789 50
789 192 50
192 791 46
791 192 46
192 793 24
793 192 24
192 794 50
794 192 50
192 795 48
795 192 48
192 801 85
801 192 85
192 802 82
802 192 82
192 803 90
803 192 90
192 804 16
804 192 16
192 806 86
806 192 86
192 813 56
813 192 56
192 815 13
815 192 13
192 816 79
816 192 79
192 819 87
819 192 87
192 820 81
820 192 81
192 827 43
827 192 43
192 828 73
828 192 73
192 833 27
833 192 27
192 837 26
837 192 26
192 839 76
839 192 76
192 840 50
840 192 50
192 843 69
843 192 69
192 844 88
844 192 88
192 846 25
846 192 25
192 855 33
855 192 33
192 858 41
858 192 41
192 860 1
860 192 1
192 865 57
865 192 57
192 868 18
868 192 18
192 876 31
876 192 31
192 881 68
881 192 68
192 885 5
885 192 5
192 886 49
886 192 49
192 892 61
892 192 61
192 894 41
894 192 41
192 895 13
895 192 13
192 898 97
898 192 97
192 899 61
899 192 61
192 900 48
900 192 48
192 902 54
902 192 54
192 904 4
904 192 4
192 911 94
911 192 94
192 913 75
913 192 75
192 920 24
920 192 24
192 926 79
926 192 79
192 929 47
929 192 47
192 930 61
930 192 61
192 931 9
931 192 9
192 932 95
932 192 95
192 937 81
937 192 81
192 940 86
940 192 86
192 944 17
944 192 17
192 945 62
945 192 62
192 946 17
946 192 17
192 947 58
947 192 58
192 949 60
949 192 60
192 951 99
951 192 99
192 953 13
953 192 13
192 959 36
959 192 36
192 962 12
962 192 12
192 966 50
966 192 50
192 969 9
969 192 9
192 970 82
970 192 82
192 971 3
971 192 3
192 973 46
973 192 46
192 974 80
974 192 80
192 975 2
975 192 2
192 976 32
976 192 32
192 981 10
981 192 10
192 986 61
986 192 61
192 991 6
991 192 6
192 992 33
992 192 33
192 993 75
993 192 75
192 994 7
994 192 7
192 995 6
995 192 6
192 996 67
996 192 67
192 999 57
999 192 57
193 197 98
197 193 98
193 200 5
200 193 5
193 201 64
201 193 64
193 202 28
202 193 28
193 203 3
203 193 3
193 204 35
204 193 35
193 206 53
206 193 53
193 208 5
208 193 5
193 213 34
213 193 34
193 215 88
215 193 88
193 218 97
218 193 97
193 219 96
219 193 96
193 221 100
221 193 100
193 228 16
228 193 16
193 229 55
229 193 55
193 230 19
230 193 19
193 232 28
232 193 28
193 233 96
233 193 96
193 234 37
234 193 37
193 235 87
235 193 87
193 237 79
237 193 79
193 238 84
238 193 84
193 241 15
241 193 15
193 252 26
252 193 26
193 253 55
253 193 55
193 261 61
261 193 61
193 265 56
265 193 56
193 275 59
275 193 59
193 276 36
276 193 36
193 278 19
278 193 19
193 280 28
280 193 28
193 283 39
283 193 39
193 284 87
284 193 87
193 286 42
286 193 42
193 292 61
292 193 61
193 297 26
297 193 26
193 301 59
301 193 59
193 306 99
306 193 99
193 307 83
307 193 83
193 313 36
313 193 36
193 314 12
314 193 12
193 315 21
315 193 21
193 319 43
319 193 43
193 320 4
320 193 4
193 328 26
328 193 26
193 330 6
330 193 6
193 331 64
331 193 64
193 335 57
335 193 57
193 338 80
338 193 80
193 339 36
339 193 36
193 340 78
340 193 78
193 343 21
343 193 21
193 344 36
344 193 36
193 345 4
345 193 4
193 350 90
350 193 90
193 351 73
351 193 73
193 357 67
357 193 67
193 360 19
360 193 19
193 362 70
362 193 70
193 363 20
363 193 20
193 364 63
364 193 63
193 369 81
369 193 81
193 373 26
373 193 26
193 378 26
378 193 26
193 379 51
379 193 51
193 380 93
380 193 93
193 382 57
382 193 57
193 383 39
383 193 39
193 384 46
384 193 46
193 385 5
385 193 5
193 387 51
387 193 51
193 395 20
395 193 20
193 398 73
398 193 73
193 399 84
399 193 84
193 401 22
401 193 22
193 402 1
402 193 1
193 408 93
408 193 93
193 411 3
411 193 3
193 417 63
417 193 63
193 427 49
427 193 49
193 428 58
428 193 58
193 429 48
429 193 48
193 430 37
430 193 37
193 432 64
432 193 64
193 433 30
433 193 30
193 434 97
434 193 97
193 436 44
436 193 44
193 437 54
437 193 54
193 438 76
438 193 76
193 439 5
439 193 5
193 440 31
440 193 31
193 445 41
445 193 41
193 448 65
448 193 65
193 449 40
449 193 40
193 456 79
456 193 79
193 457 84
457 193 84
193 465 83
465 193 83
193 467 26
467 193 26
193 469 33
469 193 33
193 470 78
470 193 78
193 475 62
475 193 62
193 476 62
476 193 62
193 482 59
482 193 59
193 485 89
485 193 89
193 486 69
486 193 69
193 492 12
492 193 12
193 501 40
501 193 40
193 502 76
502 193 76
193 510 71
510 193 71
193 511 86
511 193 86
193 512 41
512 193 41
193 513 38
513 193 38
193 514 93
514 193 93
193 517 72
517 193 72
193 518 11
518 193 11
193 519 20
519 193 20
193 520 11
520 193 11
193 526 90
526 193 90
193 529 43
529 193 43
193 539 29
539 193 29
193 542 99
542 193 99
193 548 89
548 193 89
193 551 56
551 193 56
193 553 17
553 193 17
193 557 14
557 193 14
193 558 81
558 193 81
193 559 61
559 193 61
193 566 20
566 193 20
193 567 58
567 193 58
193 569 32
569 193 32
193 570 23
570 193 23
193 579 43
579 193 43
193 582 64
582 193 64
